season,season_type,player_id,player_name,position,position_group,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
2023,REG,00-0023459,A.Rodgers,QB,QB,0,1,0,0,0,1,10,0,0,17,0,0,-2.031959884,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0
2023,REG,00-0024243,M.Lewis,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,5,29,1,0,0,9,29,2,2.486082623,0,3.222222222,0.036764706,0.008737864,0.061263564,0,8.9,12.9
2023,REG,00-0026158,J.Flacco,QB,QB,123,204,1616,13,8,8,57,3,1,1910,678,60,-1.607587161,1,0.846073298,0.046071185,9,2,0,1,0,3,-0.469945977,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,100.84,100.84
2023,REG,00-0026498,M.Stafford,QB,QB,326,521,3965,24,11,30,205,0,0,4033,1890,187,55.03210788,1,0.983139102,0.080648539,21,65,0,0,0,4,3.965635492,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,243.1,243.1
2023,REG,00-0026625,B.Hoyer,QB,QB,23,42,231,0,2,1,8,0,0,344,80,14,-8.780772753,0,0.671511628,0.018039709,3,-3,0,0,0,0,-1.81534554,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,4.94,4.94
2023,REG,00-0027114,T.Morstead,P,SPEC,1,1,18,0,0,0,0,0,0,10,8,1,2.670900026,0,1.8,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.72,0.72
2023,REG,00-0027696,J.Graham,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,7,39,4,0,0,42,3,6,8.155974591,0,0.928571429,0.050724638,0.038638454,0.103133875,0,27.9,33.9
2023,REG,00-0027944,J.Jones,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,11,19,74,3,0,0,131,28,4,2.233634454,0,0.564885496,0.080508475,0.069717935,0.169565266,0,25.4,36.4
2023,REG,00-0027948,B.Gabbert,QB,QB,18,35,185,0,3,1,9,0,0,198,118,8,-16.14328711,0,0.934343434,-0.057403966,7,45,0,0,0,2,-0.619769561,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,5.9,5.9
2023,REG,00-0027973,A.Dalton,QB,QB,34,58,361,2,0,3,27,0,0,477,128,17,4.548329591,0,0.756813417,0.064665823,3,12,0,0,0,2,1.428459964,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,23.64,23.64
2023,REG,00-0028002,R.Cobb,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,17,39,1,0,0,165,23,3,-15.46747043,1,0.236363636,0.066666667,0.08656873,0.160598111,0,11.9,16.9
2023,REG,00-0028118,T.Taylor,QB,QB,116,180,1341,5,3,17,94,2,0,1541,578,52,2.116015697,0,0.870214147,0.073372179,38,197,0,2,0,10,-0.412836546,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,87.34,87.34
2023,REG,00-0028872,J.Hekker,P,SPEC,1,1,7,0,0,0,0,0,0,-4,11,0,-1.941088402,0,0,,1,-11,0,1,1,0,-6.053601038,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-2.82,-2.82
2023,REG,00-0028986,C.Keenum,QB,QB,34,53,291,1,3,6,60,0,0,377,146,14,-20.65132938,0,0.771883289,0.01088818,2,1,0,1,0,0,-1.650933436,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,9.74,9.74
2023,REG,00-0029239,B.Bolden,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,31,1,0,0,2,3.679027994,1,0,0,0,0,0,0,0,0,0,,0,,,,,0,11.1,11.1
2023,REG,00-0029263,R.Wilson,QB,QB,297,447,3070,26,8,45,258,7,4,3189,1735,135,-16.33619752,2,0.962684227,0.095125879,80,341,3,3,1,38,17.56566173,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,256.9,256.9
2023,REG,00-0029293,M.Jones,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,10,35,0,1,1,80,9,2,-5.426966989,0,0.4375,0.078740157,0.094674556,0.184382426,0,1.5,6.5
2023,REG,00-0029604,K.Cousins,QB,QB,216,311,2331,18,5,17,110,4,3,2252,996,112,37.10304547,0,1.035079929,0.133689241,14,25,0,2,1,6,1.687368625,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,149.74,149.74
2023,REG,00-0029692,B.Anger,P,SPEC,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,2,2
2023,REG,00-0029701,R.Tannehill,QB,QB,149,230,1616,4,7,32,230,2,0,1816,795,74,-22.86636766,0,0.889867841,0.054503524,17,74,1,1,0,4,-4.067895085,0,0,1,0,0,0,0,-1,0,0,-0.418015068,0,0,0.038461538,-0.006578947,0.053087045,0,80.04,80.04
2023,REG,00-0029764,C.Davis,FS,DB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,1,6,6
2023,REG,00-0029892,K.Juszczyk,FB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,6,0,0,0,2,-1.907362662,0,14,17,119,2,0,0,73,58,8,9.338851278,0,1.630136986,0.075892857,0.039268424,0.141327182,0,24.5,38.5
2023,REG,00-0030035,A.Thielen,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,6,0,0,0,0,0.236421026,0,103,137,1014,4,2,0,1058,340,56,59.67539749,1,0.958412098,0.256554307,0.25995086,0.566797063,0,128,231
2023,REG,00-0030061,Z.Ertz,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,27,43,187,1,0,0,332,46,8,-14.02521783,0,0.563253012,0.193693694,0.189281642,0.42303769,0,24.7,51.7
2023,REG,00-0030068,M.Goodwin,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,33,0,0,0,2,1.45523147,0,4,13,67,0,0,0,391,21,1,-8.266660541,0,0.171355499,0.045454545,0.152258567,0.174762815,0,10,14
2023,REG,00-0030140,T.Way,P,SPEC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,0,0,0,0,0,-4.317329486,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0
2023,REG,00-0030279,K.Allen,WR,WR,1,2,49,1,0,0,0,0,0,39,27,1,3.514876915,0,1.256410256,,2,6,0,0,0,1,0.153951176,0,108,150,1243,7,2,1,1452,396,56,60.83327257,0,0.856060606,0.319829424,0.398791541,0.758898215,0,170.86,278.86
2023,REG,00-0030431,R.Woods,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,7,0,0,0,0,0.135716423,0,40,75,426,1,0,0,732,126,26,2.14832661,0,0.581967213,0.166297118,0.189147287,0.381848777,0,49.3,89.3
2023,REG,00-0030506,T.Kelce,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,93,121,984,5,1,1,807,470,50,48.01501512,0,1.219330855,0.227016886,0.237283152,0.506623535,0,126.4,219.4
2023,REG,00-0030513,L.Murray,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,79,300,4,0,0,27,-2.562298439,0,17,22,119,0,1,0,34,92,7,6.665645445,0,3.5,0.052884615,0.009596387,0.086044394,0,65.9,82.9
2023,REG,00-0030533,M.Barkley,QB,QB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,-3,0,0,0,0,-4.01201612,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.3,-0.3
2023,REG,00-0030564,D.Hopkins,WR,WR,0,1,0,0,0,0,0,0,0,-1,0,0,-0.418015068,0,0,,2,9,0,0,0,0,0.267017036,0,75,137,1057,7,0,0,1934,223,48,19.16530308,0,0.546535677,0.286610879,0.428444838,0.729827705,0,148.6,223.6
2023,REG,00-0030565,G.Smith,QB,QB,323,499,3624,20,9,31,231,4,2,3500,1714,169,32.44053651,2,1.035428571,0.089148119,37,155,1,1,1,10,-4.926497418,0,1,1,-2,0,0,0,-8,6,0,-1.441520068,0,0,0.038461538,-0.0625,0.013942308,0,226.26,227.26
2023,REG,00-0030578,C.Patterson,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,50,181,0,1,0,9,-7.982268734,0,9,12,38,1,0,0,10,37,2,-4.695393459,0,3.8,0.056872038,0.007621951,0.090643423,0,27.9,36.9
2023,REG,00-0030663,W.Snead,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,14,0,0,0,18,3,0,-0.536310699,0,0.777777778,0.046153846,0.038709677,0.096327543,0,1.4,3.4
2023,REG,00-0030874,D.Williams,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,11,43,0,0,0,1,-1.908217172,0,2,2,12,0,0,0,1,11,0,-0.064451215,0,12,0.027027027,0.002610966,0.042368217,0,5.5,7.5
2023,REG,00-0030968,K.Smith,FB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,3,33,0,0,0,18,15,1,0.864150598,0,1.833333333,0.037037037,0.027027027,0.074474474,0,3.3,6.3
2023,REG,00-0031235,O.Beckham,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,35,64,565,3,1,1,888,155,27,21.68043599,0,0.636261261,0.15920398,0.24742268,0.412001846,0,72.5,107.5
2023,REG,00-0031236,B.Cooks,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,35,0,0,0,1,1.709892464,0,54,81,657,8,1,0,1069,125,38,34.77321821,1,0.614593078,0.142605634,0.234429825,0.378009328,0,119.2,173.2
2023,REG,00-0031237,T.Bridgewater,QB,QB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,-2,0,0,0,0,-2.675528106,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.2,-0.2
2023,REG,00-0031260,L.Thomas,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,2,0,0,0,1,0.510727773,0,55,78,496,4,2,2,471,229,21,-5.89187723,1,1.053078556,0.136363636,0.123817035,0.291217379,0,71.8,126.8
2023,REG,00-0031280,D.Carr,QB,QB,375,548,3878,25,8,31,218,5,2,4280,1696,185,25.91905731,2,0.906074766,0.086751988,32,40,0,2,1,4,-20.27587384,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,241.12,241.12
2023,REG,00-0031288,A.McCarron,QB,QB,4,5,19,0,0,1,9,0,0,-8,20,0,-5.251072045,0,0,0.033529,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.76,0.76
2023,REG,00-0031345,J.Garoppolo,QB,QB,110,169,1205,7,9,14,101,0,0,1364,468,60,-19.16163541,1,0.883431085,0.022330563,20,39,0,1,0,6,-2.711120237,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,64.1,64.1
2023,REG,00-0031376,J.McKinnon,RB,RB,1,1,4,1,0,0,0,0,0,-3,7,1,1.105347455,0,0,,21,60,1,0,0,7,-0.017922753,0,25,32,192,4,0,0,8,219,10,7.18294833,0,24,0.072892938,0.002893309,0.111364724,0,59.36,84.36
2023,REG,00-0031381,D.Adams,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,103,175,1144,8,0,0,1896,336,59,13.4814387,0,0.603375527,0.329566855,0.450035604,0.809375205,0,162.4,265.4
2023,REG,00-0031408,M.Evans,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,79,136,1255,13,0,0,1906,322,54,55.03550366,0,0.658447009,0.247272727,0.405963791,0.655083745,0,203.5,282.5
2023,REG,00-0031428,A.Robinson,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,34,49,280,0,0,0,370,68,9,-4.572062467,0,0.756756757,0.111111111,0.108345534,0.242508541,0,28,62
2023,REG,00-0031484,C.Manhertz,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,4,16,0,0,0,12,10,1,0.051097564,0,1.333333333,0.03539823,0.015483871,0.063936055,0,1.6,3.6
2023,REG,00-0031503,J.Winston,QB,QB,25,47,264,2,3,2,13,0,0,610,85,10,-9.789019575,0,0.432786885,-0.020195185,5,-6,0,0,0,0,-4.470470019,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,11.96,11.96
2023,REG,00-0031544,A.Cooper,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,72,128,1250,5,2,1,1834,271,50,45.99148478,1,0.681570338,0.23572744,0.394323801,0.629617821,0,155,227
2023,REG,00-0031547,D.Parker,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,33,55,394,0,0,0,640,126,17,1.019189305,0,0.615625,0.140306122,0.220233999,0.364622983,0,39.4,72.4
2023,REG,00-0031549,N.Agholor,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,35,45,381,4,1,0,418,141,19,17.87101129,0,0.911483254,0.098901099,0.106010652,0.222559105,0,62.1,97.1
2023,REG,00-0031585,M.Pruitt,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,9,12,110,1,1,0,62,51,6,8.236088731,0,1.774193548,0.038338658,0.025275173,0.075200609,0,17,26
2023,REG,00-0031588,S.Diggs,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,5,0,0,0,1,0.873494008,0,107,160,1183,8,2,1,1658,399,58,38.23109517,1,0.713510253,0.293577982,0.352916135,0.687408267,0,166.8,273.8
2023,REG,00-0031595,M.Burton,FB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,7,9,0,0,0,4,-4.633036294,1,3,3,8,0,0,0,2,6,2,0.516768563,0,4,0.030927835,0.003571429,0.048891753,0,3.7,6.7
2023,REG,00-0031610,D.Waller,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,52,74,552,1,0,0,592,211,25,15.29066189,0,0.932432432,0.205555556,0.226646248,0.466985707,0,61.2,113.2
2023,REG,00-0031687,R.Mostert,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,209,1012,18,2,1,59,17.17960254,0,25,32,175,3,2,0,-20,213,6,-1.230254065,0,-8.75,0.07239819,-0.005870267,0.104488098,0,242.7,267.7
2023,REG,00-0031763,D.Carter,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,18,0,0,0,2,4.044256907,0,4,7,39,0,0,0,4,50,0,-2.609521463,0,9.75,0.034313725,0.002411091,0.053158352,0,5.7,9.7
2023,REG,00-0031800,T.Heinicke,QB,QB,74,136,890,5,4,8,47,0,0,1136,508,41,-1.643279108,0,0.783450704,0.022595745,15,124,1,1,0,5,10.07504979,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,66,66
2023,REG,00-0031868,D.Byrd,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,2,0,0,0,0,45,0,0,-6.793155206,0,0,0.058823529,0.14516129,0.189848197,0,0,0
2023,REG,00-0031941,J.Crowder,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,16,20,159,1,0,0,122,80,8,5.320990375,0,1.303278689,0.069686411,0.0639413,0.149288527,0,21.9,37.9
2023,REG,00-0032062,B.Bell,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,9,26,1,1,1,30,19,1,-12.21871545,0,0.866666667,0.04109589,0.020590254,0.076057013,0,6.6,11.6
2023,REG,00-0032104,A.Abdullah,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,15,89,0,0,0,6,2.602625658,0,19,24,131,0,0,0,46,88,4,-14.25946936,0,2.847826087,0.049382716,0.011825193,0.082351709,0,22,41
2023,REG,00-0032128,C.Conley,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,6,69,0,0,0,74,28,2,1.337810617,0,0.932432432,0.24,0.293650794,0.565555556,0,6.9,9.9
2023,REG,00-0032134,C.Uzomah,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,8,12,58,1,0,0,64,33,5,-3.389036999,0,0.90625,0.048979592,0.034744843,0.097790778,0,11.8,19.8
2023,REG,00-0032141,G.Swaim,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,10,11,94,0,0,0,60,30,4,6.64096189,0,1.566666667,0.048888889,0.033802817,0.096995305,0,9.4,19.4
2023,REG,00-0032144,M.Gordon,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,26,81,1,1,1,4,-7.110242742,0,3,3,46,0,0,0,18,28,3,3.146736056,0,2.555555556,0.0625,0.059016393,0.135061475,0,16.7,19.7
2023,REG,00-0032156,T.Siemian,QB,QB,86,153,724,2,4,8,40,4,2,814,471,35,-54.59470524,0,0.889434889,-0.021420151,11,40,0,1,1,5,-7.309838077,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,26.96,26.96
2023,REG,00-0032200,T.Montgomery,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,9,0,0,0,0,-0.309810214,0,5,12,40,0,0,0,90,27,3,-8.515426965,0,0.444444444,0.054794521,0.05625,0.121566781,0,4.9,9.9
2023,REG,00-0032208,P.Dorsett,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,3,0,0,0,0,78,0,0,-1.748801542,0,0,0.048387097,0.222222222,0.228136201,0,0,0
2023,REG,00-0032211,T.Lockett,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,79,122,894,5,0,0,1322,210,47,39.17631917,2,0.676248109,0.223034735,0.328202582,0.56429391,0,123.4,202.4
2023,REG,00-0032217,D.Smith,T,OL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,-1.639369655,0,,0.025,,,0,0,1
2023,REG,00-0032268,M.Mariota,QB,QB,15,23,164,1,1,3,11,1,1,178,72,10,-5.110095864,0,0.921348315,0.061781233,8,52,0,0,0,6,5.675099565,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,11.76,11.76
2023,REG,00-0032385,S.Shepard,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,6,0,0,0,0,0.484871157,0,10,22,57,1,0,0,160,33,4,-11.13802767,0,0.35625,0.073333333,0.069264069,0.158484848,0,12.3,22.3
2023,REG,00-0032392,A.Hooper,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,25,31,234,0,0,0,130,142,12,11.35961939,0,1.8,0.063655031,0.034602076,0.119703999,0,23.4,48.4
2023,REG,00-0032394,N.Vannett,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,3,0,0,0,3,0,1,0.170080133,0,1,0.022222222,0.011111111,0.041111111,0,0.3,1.3
2023,REG,00-0032398,C.Moore,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,39,0,0,0,1,2.091619019,0,22,35,424,0,1,0,641,57,16,18.26911641,0,0.661466459,0.083732057,0.163228928,0.239858336,0,46.3,68.3
2023,REG,00-0032436,J.Driskel,QB,QB,13,26,166,2,2,3,26,0,0,232,74,8,-10.95720805,0,0.715517241,-0.030105234,7,33,0,0,0,4,0.475112463,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,13.94,13.94
2023,REG,00-0032464,K.Raymond,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,7,75,0,0,0,2,3.32727026,0,35,44,489,1,0,0,388,214,20,29.94192428,0,1.260309278,0.080145719,0.100700753,0.190709106,0,62.4,97.4
2023,REG,00-0032543,A.Erickson,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,16,29,232,1,0,0,295,58,12,5.394800698,0,0.786440678,0.096989967,0.136700649,0.241175404,0,29.2,45.2
2023,REG,00-0032688,R.Chosen,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,6,126,1,0,0,141,31,3,2.153259494,0,0.893617021,0.035294118,0.109984399,0.129930256,0,18.6,22.6
2023,REG,00-0032764,D.Henry,RB,RB,2,3,14,2,0,0,0,0,0,27,0,2,4.522410724,0,0.518518519,,280,1167,12,0,0,63,-2.098503159,0,28,36,214,0,0,0,-100,275,7,3.174480949,0,-2.14,0.08411215,-0.024342746,0.109128302,0,218.66,246.66
2023,REG,00-0032765,M.Thomas,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,39,64,448,1,0,0,650,100,21,12.6081091,0,0.689230769,0.175824176,0.202492212,0.405480812,0,50.8,89.8
2023,REG,00-0032775,D.Robinson,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,23,0,0,0,1,1.357257841,0,26,39,371,4,2,1,478,89,20,16.26467343,0,0.776150628,0.151162791,0.253850239,0.404439353,0,61.4,87.4
2023,REG,00-0032918,C.Ham,FB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,7,0,0,0,0,0.349452975,0,7,9,25,0,0,0,10,20,1,-5.414938476,0,2.5,0.047120419,0.005906675,0.0748153,0,3.2,10.2
2023,REG,00-0032950,C.Wentz,QB,QB,17,24,163,2,1,2,14,0,0,159,65,11,7.064853062,1,1.025157233,0.181530366,17,56,1,0,0,4,0.964001337,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,26.12,26.12
2023,REG,00-0032951,L.Treadwell,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,3,16,0,0,0,36,0,1,0.203097385,0,0.444444444,0.115384615,0.235294118,0.337782805,0,1.6,2.6
2023,REG,00-0032975,J.Williams,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,-2,0,0,0,0,-0.9947466,0,0,1,0,0,0,0,-1,0,0,-1.435746218,0,0,0.029411765,-0.002881844,0.042100356,0,-0.2,-0.2
2023,REG,00-0033009,T.Boyd,WR,WR,0,1,0,0,1,0,0,0,0,-8,0,0,-6.52706874,0,0,,2,11,0,0,0,1,0.732716073,0,67,98,667,2,0,0,629,279,28,5.82883983,0,1.060413355,0.165540541,0.168361884,0.36616413,0,77.8,144.8
2023,REG,00-0033040,T.Hill,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,6,15,0,0,0,2,-1.177542327,0,119,171,1799,13,1,1,1847,652,83,92.69583129,0,0.974011911,0.326959847,0.440916687,0.799081451,0,257.4,376.4
2023,REG,00-0033045,E.Elliott,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,184,642,3,1,0,33,-27.28274464,0,51,65,313,2,1,1,-42,374,12,-10.10750024,0,-7.452380952,0.138004246,-0.012202208,0.198464824,0,123.5,174.5
2023,REG,00-0033077,D.Prescott,QB,QB,410,590,4516,36,9,39,255,2,1,4579,1963,222,118.6890648,2,0.986241537,0.164134221,55,242,2,1,1,21,14.03755773,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,342.84,342.84
2023,REG,00-0033090,H.Henry,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,42,61,419,6,1,0,538,78,29,18.46560972,0,0.778810409,0.144549763,0.169930512,0.335776003,0,77.9,119.9
2023,REG,00-0033106,J.Goff,QB,QB,407,605,4575,30,12,30,197,4,2,4064,2147,227,81.67725092,2,1.125738189,0.107708498,32,21,2,2,2,5,-21.90658183,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,289.1,289.1
2023,REG,00-0033110,T.Higbee,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,47,70,495,2,0,0,406,246,26,18.80507138,0,1.219211823,0.14198783,0.10608832,0.287243568,0,61.5,108.5
2023,REG,00-0033118,K.Drake,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,0,0,-0.903356735,0,2,3,31,0,1,1,-4,36,0,-3.834364108,0,-7.75,0.1,-0.021276596,0.135106383,0,1.1,3.1
2023,REG,00-0033119,J.Brissett,QB,QB,18,23,224,3,0,0,0,0,0,178,70,10,16.3757348,0,1.258426966,0.383097128,3,19,0,0,0,0,1.295954951,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,22.86,22.86
2023,REG,00-0033217,M.Alie-Cox,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,13,22,161,3,0,0,222,80,9,6.509590541,1,0.725225225,0.056847545,0.074521652,0.137436474,0,36.1,49.1
2023,REG,00-0033246,J.Mundt,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,17,23,172,1,0,0,114,94,8,2.77158999,0,1.50877193,0.07165109,0.045838359,0.139563487,0,23.2,40.2
2023,REG,00-0033251,Z.Pascal,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,15,19,0,0,0,160,12,1,-17.39198372,0,0.11875,0.051194539,0.069474598,0.125424028,0,1.9,5.9
2023,REG,00-0033275,P.Walker,QB,QB,54,111,674,1,5,11,90,3,2,902,398,27,-34.96473336,0,0.747228381,-0.046341197,13,30,0,1,0,3,-5.251562836,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,19.96,19.96
2023,REG,00-0033280,C.McCaffrey,RB,RB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,272,1459,14,2,2,83,14.38832372,0,67,83,564,7,1,0,153,461,31,6.454787399,0,3.68627451,0.186098655,0.045039741,0.310675801,0,324.3,391.3
2023,REG,00-0033282,C.Samuel,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,7,39,1,0,0,4,3.760684555,0,62,91,613,4,0,0,598,260,26,6.006242269,0,1.025083612,0.163375224,0.150402414,0.350344527,0,95.2,157.2
2023,REG,00-0033288,G.Kittle,TE,TE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,2,0,0,0,1,0.564524255,0,65,90,1020,6,0,0,852,483,42,59.67616419,0,1.197183099,0.201793722,0.237723214,0.469096833,0,138.2,203.2
2023,REG,00-0033292,T.Taylor,WR,WR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,-2,0,0,0,0,-1.351516424,0,0,2,0,0,0,0,0,0,0,-1.299306715,0,,0.035714286,0,0.053571429,0,-0.2,-0.2
