season,team,player_id
2023,ARI,00-0035500
2023,NO,00-0035507
2023,ARI,00-0035510
2023,WAS,00-0035519
2023,SEA,00-0035525
2023,GB,00-0035526
2023,BUF,00-0035527
2023,PIT,00-0035529
2023,SF,00-0035531
2023,NO,00-0035533
2023,CIN,00-0035534
2023,NYG,00-0035535
2023,BUF,00-0035537
2023,MIN,00-0035541
2023,SF,00-0035542
2023,DET,00-0035544
2023,KC,00-0035547
2023,BUF,00-0035558
2023,LV,00-0035562
2023,DET,00-0035567
2023,ATL,00-0035572
2023,MIN,00-0035588
2023,CAR,00-0035589
2023,LAC,00-0035591
2023,IND,00-0035593
2023,CHI,00-0035594
2023,HOU,00-0035602
2023,KC,00-0035603
2023,LA,00-0035607
2023,MIN,00-0035609
2023,LAC,00-0035613
2023,LA,00-0035617
2023,CHI,00-0035621
2023,JAX,00-0035623
2023,MIN,00-0035624
2023,CLE,00-0035625
2023,JAX,00-0035628
2023,CIN,00-0035629
2023,ATL,00-0035630
2023,CIN,00-0035631
2023,TEN,00-0035632
2023,GB,00-0035633
2023,ARI,00-0035636
2023,BAL,00-0035637
2023,NYG,00-0035639
2023,SEA,00-0035640
2023,JAX,00-0035642
2023,TEN,00-0035643
2023,SEA,00-0035644
2023,NYG,00-0035645
2023,CLE,00-0035646
2023,CHI,00-0035647
2023,CHI,00-0035649
2023,MIA,00-0035654
2023,DET,00-0035655
2023,NO,00-0035656
2023,BUF,00-0035657
2023,WAS,00-0035659
2023,ARI,00-0035662
2023,BUF,00-0035663
2023,LA,00-0035664
2023,GB,00-0035665
2023,JAX,00-0035666
2023,TB,00-0035667
2023,BUF,00-0035668
2023,CIN,00-0035669
2023,BUF,00-0035671
2023,WAS,00-0035672
2023,LV,00-0035674
2023,PHI,00-0035676
2023,SEA,00-0035678
2023,BUF,00-0035679
2023,NYJ,00-0035680
2023,KC,00-0035681
2023,NYG,00-0035683
2023,DET,00-0035685
2023,HOU,00-0035686
2023,NYG,00-0035687
2023,LAC,00-0035688
2023,BUF,00-0035689
2023,SF,00-0035692
2023,NO,00-0035693
2023,BAL,00-0035695
2023,LA,00-0035696
2023,CIN,00-0035697
2023,DAL,00-0035698
2023,TB,00-0035699
2023,LV,00-0035700
2023,MIN,00-0035702
2023,PIT,00-0035703
2023,SEA,00-0035704
2023,ARI,00-0035705
2023,TB,00-0035707
2023,NYG,00-0035708
2023,NYG,00-0035710
2023,CAR,00-0035713
2023,WAS,00-0035715
2023,SF,00-0035717
2023,NYJ,00-0035718
2023,SF,00-0035719
2023,PHI,00-0035720
2023,LV,00-0035726
2023,MIN,00-0035735
2023,PHI,00-0035743
2023,LV,00-0035757
2023,NYJ,00-0035760
2023,NO,00-0035763
2023,TEN,00-0035764
2023,BAL,00-0035769
2023,CIN,00-0035771
2023,KC,00-0035782
2023,LV,00-0035783
2023,CHI,00-0035787
2023,NYG,00-0035790
2023,PIT,00-0035795
2023,DEN,00-0035804
2023,NE,00-0035806
2023,BUF,00-0035808
2023,NO,00-0035816
2023,NE,00-0035821
2023,LV,00-0035822
2023,MIN,00-0035823
2023,DEN,00-0035826
2023,JAX,00-0035827
2023,LAC,00-0035829
2023,NO,00-0035831
2023,LA,00-0035833
2023,DET,00-0035841
2023,NO,00-0035844
2023,BUF,00-0035850
2023,ARI,00-0035853
2023,CLE,00-0035857
2023,MIA,00-0035858
2023,ARI,00-0035859
2023,ARI,00-0035860
2023,LAC,00-0035862
2023,DEN,00-0035864
2023,ARI,00-0035876
2023,PIT,00-0035885
2023,KC,00-0035889
2023,KC,00-0035890
2023,SEA,00-0035891
2023,JAX,00-0035892
2023,CIN,00-0035895
2023,KC,00-0035900
2023,ATL,00-0035903
2023,CIN,00-0035904
2023,MIN,00-0035910
2023,LA,00-0035916
2023,TEN,00-0035924
2023,PIT,00-0035927
2023,ARI,00-0035928
2023,ARI,00-0035930
2023,LA,00-0035933
2023,MIN,00-0035934
2023,DEN,00-0035935
2023,LA,00-0035942
2023,LA,00-0035944
2023,SEA,00-0035946
2023,SF,00-0035950
2023,CAR,00-0035956
2023,CAR,00-0035958
2023,ARI,00-0035961
2023,IND,00-0035962
2023,DAL,00-0035969
2023,ATL,00-0035971
2023,GB,00-0035973
2023,NO,00-0035975
2023,BAL,00-0035976
2023,PIT,00-0035977
2023,MIA,00-0035979
2023,LAC,00-0035984
2023,TEN,00-0035985
2023,ARI,00-0035992
2023,BAL,00-0035993
2023,HOU,00-0035995
2023,WAS,00-0035997
2023,LAC,00-0035998
2023,PIT,00-0036002
2023,PHI,00-0036005
2023,CAR,00-0036007
2023,PIT,00-0036010
2023,ARI,00-0036011
2023,PHI,00-0036013
2023,TEN,00-0036015
2023,MIA,00-0036020
2023,DET,00-0036024
2023,SF,00-0036030
2023,DAL,00-0036032
2023,DAL,00-0036036
2023,CAR,00-0036037
2023,NO,00-0036040
2023,WAS,00-0036043
2023,TB,00-0036045
2023,TB,00-0036048
2023,WAS,00-0036050
2023,CIN,00-0036052
2023,CLE,00-0036056
2023,SEA,00-0036059
2023,ARI,00-0036077
2023,SEA,00-0036080
2023,BAL,00-0036081
2023,ATL,00-0036082
2023,MIA,00-0036083
2023,PIT,00-0036084
2023,NE,00-0036087
2023,WAS,00-0036090
2023,CHI,00-0036093
2023,HOU,00-0036096
2023,SF,00-0036097
2023,LV,00-0036100
2023,PIT,00-0036101
2023,TB,00-0036105
2023,CLE,00-0036114
2023,MIN,00-0036116
2023,ARI,00-0036118
2023,DAL,00-0036120
2023,TB,00-0036123
2023,DET,00-0036124
2023,JAX,00-0036125
2023,BAL,00-0036130
2023,NYG,00-0036132
2023,CLE,00-0036133
2023,DAL,00-0036139
2023,NYG,00-0036145
2023,TEN,00-0036147
2023,CIN,00-0036148
2023,NYJ,00-0036149
2023,NYJ,00-0036151
2023,CAR,00-0036152
2023,GB,00-0036157
2023,BAL,00-0036158
2023,NE,00-0036159
2023,BUF,00-0036162
2023,LV,00-0036163
2023,NYG,00-0036165
2023,BUF,00-0036166
2023,TEN,00-0036167
2023,TEN,00-0036171
2023,NO,00-0036173
2023,TEN,00-0036176
2023,NYG,00-0036180
2023,HOU,00-0036181
2023,TEN,00-0036182
2023,LV,00-0036183
2023,LV,00-0036186
2023,BUF,00-0036187
2023,CAR,00-0036189
2023,BUF,00-0036192
2023,NE,00-0036193
2023,TEN,00-0036194
2023,HOU,00-0036195
2023,BUF,00-0036196
2023,WAS,00-0036197
2023,NE,00-0036198
2023,BAL,00-0036199
2023,HOU,00-0036202
2023,CIN,00-0036203
2023,ATL,00-0036204
2023,CAR,00-0036210
2023,MIA,00-0036212
2023,MIA,00-0036213
2023,NYG,00-0036214
2023,IND,00-0036215
2023,MIA,00-0036217
2023,NO,00-0036219
2023,CAR,00-0036220
2023,MIA,00-0036221
2023,PHI,00-0036222
2023,IND,00-0036223
2023,HOU,00-0036224
2023,HOU,00-0036225
2023,NYG,00-0036226
2023,CAR,00-0036228
2023,KC,00-0036230
2023,NE,00-0036231
2023,CLE,00-0036232
2023,DET,00-0036233
2023,TB,00-0036234
2023,JAX,00-0036235
2023,CLE,00-0036236
2023,LA,00-0036237
2023,NO,00-0036238
2023,NYJ,00-0036241
2023,SEA,00-0036244
2023,GB,00-0036246
2023,MIA,00-0036247
2023,MIA,00-0036248
2023,DET,00-0036249
2023,GB,00-0036250
2023,IND,00-0036251
2023,IND,00-0036252
2023,IND,00-0036253
2023,CHI,00-0036254
2023,PIT,00-0036255
2023,SF,00-0036256
2023,DET,00-0036258
2023,SF,00-0036259
2023,SF,00-0036260
2023,SF,00-0036261
2023,JAX,00-0036262
2023,GB,00-0036264
2023,GB,00-0036265
2023,CLE,00-0036266
2023,CLE,00-0036267
2023,CAR,00-0036268
2023,KC,00-0036269
2023,PHI,00-0036271
2023,SF,00-0036272
2023,NYJ,00-0036273
2023,ATL,00-0036274
2023,PHI,00-0036275
2023,CLE,00-0036276
2023,IND,00-0036278
2023,BAL,00-0036280
2023,CAR,00-0036281
2023,CLE,00-0036282
2023,PIT,00-0036283
2023,NYJ,00-0036284
2023,ATL,00-0036285
2023,JAX,00-0036286
2023,DAL,00-0036287
2023,CAR,00-0036288
2023,TEN,00-0036289
2023,CHI,00-0036290
2023,TEN,00-0036291
2023,CHI,00-0036292
2023,CAR,00-0036293
2023,CIN,00-0036294
2023,ATL,00-0036295
2023,NO,00-0036296
2023,MIA,00-0036297
2023,CIN,00-0036298
2023,HOU,00-0036299
2023,PIT,00-0036300
2023,LAC,00-0036302
2023,PHI,00-0036303
2023,TEN,00-0036305
2023,JAX,00-0036306
2023,DET,00-0036307
2023,BUF,00-0036308
2023,CHI,00-0036309
2023,MIN,00-0036310
2023,BAL,00-0036311
2023,CAR,00-0036312
2023,PHI,00-0036313
2023,CIN,00-0036314
2023,NYG,00-0036315
2023,JAX,00-0036316
2023,IND,00-0036317
2023,TEN,00-0036318
2023,SF,00-0036321
2023,MIN,00-0036322
2023,BAL,00-0036323
2023,MIA,00-0036325
2023,MIA,00-0036326
2023,JAX,00-0036327
2023,WAS,00-0036328
2023,NYJ,00-0036329
2023,NO,00-0036330
2023,BAL,00-0036331
2023,GB,00-0036332
2023,PIT,00-0036333
2023,WAS,00-0036334
2023,MIN,00-0036335
2023,PIT,00-0036336
2023,MIN,00-0036337
2023,MIN,00-0036338
2023,LA,00-0036339
2023,CHI,00-0036341
2023,ARI,00-0036342
2023,WAS,00-0036343
2023,MIN,00-0036345
2023,MIN,00-0036347
2023,MIN,00-0036348
2023,WAS,00-0036349
2023,WAS,00-0036351
2023,ATL,00-0036352
2023,ATL,00-0036354
2023,LAC,00-0036355
2023,NYG,00-0036356
2023,DAL,00-0036358
2023,KC,00-0036360
2023,DAL,00-0036361
2023,KC,00-0036362
2023,HOU,00-0036363
2023,NO,00-0036364
2023,DAL,00-0036366
2023,KC,00-0036367
2023,LAC,00-0036368
2023,BAL,00-0036369
2023,LAC,00-0036370
2023,ARI,00-0036371
2023,HOU,00-0036373
2023,KC,00-0036374
2023,LV,00-0036375
2023,DAL,00-0036376
2023,CHI,00-0036377
2023,KC,00-0036378
2023,NYJ,00-0036379
2023,LAC,00-0036380
2023,NO,00-0036383
2023,DEN,00-0036384
2023,CLE,00-0036385
2023,NYG,00-0036386
2023,NE,00-0036387
2023,NYG,00-0036388
2023,PHI,00-0036389
2023,LA,00-0036390
2023,DEN,00-0036391
2023,NYG,00-0036392
2023,ARI,00-0036393
2023,NYG,00-0036394
2023,TEN,00-0036395
2023,PHI,00-0036396
2023,NYG,00-0036397
2023,LAC,00-0036398
2023,LV,00-0036399
2023,NYG,00-0036400
2023,PHI,00-0036401
2023,NYG,00-0036402
2023,WAS,00-0036403
2023,TB,00-0036406
2023,DEN,00-0036407
2023,NO,00-0036408
2023,SEA,00-0036409
2023,CIN,00-0036410
2023,TB,00-0036411
2023,BUF,00-0036412
2023,SEA,00-0036413
2023,MIN,00-0036414
2023,ATL,00-0036415
2023,TEN,00-0036416
2023,SEA,00-0036417
2023,NO,00-0036418
2023,NO,00-0036419
2023,HOU,00-0036420
2023,WAS,00-0036421
2023,DEN,00-0036422
2023,PHI,00-0036423
2023,LA,00-0036424
2023,SEA,00-0036425
2023,LA,00-0036427
2023,DEN,00-0036428
2023,SF,00-0036429
2023,HOU,00-0036430
2023,LA,00-0036431
2023,CIN,00-0036432
2023,PIT,00-0036434
2023,LA,00-0036437
2023,CAR,00-0036438
2023,IND,00-0036439
2023,LAC,00-0036441
2023,CIN,00-0036442
2023,PIT,00-0036443
2023,PHI,00-0036446
2023,WAS,00-0036447
2023,SF,00-0036448
2023,NE,00-0036450
2023,TB,00-0036456
2023,ARI,00-0036457
2023,GB,00-0036462
2023,ATL,00-0036463
2023,DEN,00-0036465
2023,HOU,00-0036469
2023,NE,00-0036471
2023,JAX,00-0036474
2023,IND,00-0036479
2023,IND,00-0036480
2023,CAR,00-0036482
2023,IND,00-0036483
2023,BAL,00-0036491
2023,NYG,00-0036493
2023,JAX,00-0036497
2023,NYJ,00-0036500
2023,NYJ,00-0036501
2023,NYG,00-0036502
2023,NYJ,00-0036503
2023,NYJ,00-0036504
2023,PIT,00-0036505
2023,CHI,00-0036507
2023,NYJ,00-0036510
2023,ATL,00-0036511
2023,NYJ,00-0036513
2023,SEA,00-0036517
2023,KC,00-0036519
2023,LV,00-0036527
2023,DET,00-0036534
2023,DEN,00-0036535
2023,NE,00-0036536
2023,MIA,00-0036537
2023,ARI,00-0036539
2023,CAR,00-0036543
2023,MIA,00-0036546
2023,ARI,00-0036548
2023,BAL,00-0036550
2023,SF,00-0036551
2023,NYG,00-0036552
2023,NYG,00-0036553
2023,HOU,00-0036554
2023,CAR,00-0036555
2023,HOU,00-0036556
2023,SF,00-0036557
2023,NE,00-0036559
2023,BUF,00-0036560
2023,KC,00-0036561
2023,SF,00-0036563
2023,SF,00-0036564
2023,BAL,00-0036565
2023,CAR,00-0036566
2023,SF,00-0036567
2023,ARI,00-0036568
2023,NYG,00-0036569
2023,TB,00-0036570
2023,CAR,00-0036571
2023,KC,00-0036572
2023,WAS,00-0036573
2023,CAR,00-0036575
2023,ARI,00-0036576
2023,IND,00-0036577
2023,HOU,00-0036578
2023,CLE,00-0036582
2023,LAC,00-0036584
2023,CHI,00-0036586
2023,BAL,00-0036587
2023,NYG,00-0036589
2023,BUF,00-0036590
2023,MIA,00-0036596
2023,LA,00-0036603
2023,LV,00-0036604
2023,DET,00-0036605
2023,DET,00-0036611
2023,MIA,00-0036613
2023,WAS,00-0036614
2023,TEN,00-0036615
2023,MIN,00-0036616
2023,LAC,00-0036617
2023,WAS,00-0036618
2023,TEN,00-0036619
2023,SEA,00-0036620
2023,KC,00-0036621
2023,GB,00-0036622
2023,KC,00-0036623
2023,DET,00-0036624
2023,WAS,00-0036625
2023,WAS,00-0036626
2023,PIT,00-0036627
2023,WAS,00-0036628
2023,MIN,00-0036629
2023,BAL,00-0036630
2023,GB,00-0036631
2023,KC,00-0036632
2023,DEN,00-0036633
2023,CLE,00-0036634
2023,CAR,00-0036635
2023,LAC,00-0036636
2023,KC,00-0036637
2023,WAS,00-0036638
2023,BUF,00-0036640
2023,TB,00-0036641
2023,GB,00-0036642
2023,TB,00-0036643
2023,IND,00-0036644
2023,NO,00-0036645
2023,LAC,00-0036646
2023,KC,00-0036647
2023,LAC,00-0036648
2023,TEN,00-0036649
2023,HOU,00-0036650
2023,MIA,00-0036651
2023,DAL,00-0036652
2023,SEA,00-0036653
2023,CIN,00-0036654
2023,JAX,00-0036655
2023,HOU,00-0036656
2023,JAX,00-0036657
2023,GB,00-0036658
2023,WAS,00-0036659
2023,KC,00-0036660
2023,DAL,00-0036661
2023,DET,00-0036663
2023,NE,00-0036664
2023,LAC,00-0036665
2023,WAS,00-0036666
2023,LAC,00-0036667
2023,NYJ,00-0036668
2023,DET,00-0036670
2023,WAS,00-0036671
2023,IND,00-0036672
2023,JAX,00-0036674
2023,CLE,00-0036676
2023,GB,00-0036677
2023,CAR,00-0036678
2023,BUF,00-0036679
2023,KC,00-0036682
2023,DEN,00-0036683
2023,GB,00-0036688
2023,PHI,00-0036689
2023,LA,00-0036692
2023,ARI,00-0036695
2023,JAX,00-0036704
2023,CLE,00-0036705
2023,NE,00-0036706
2023,LV,00-0036711
2023,LAC,00-0036716
2023,WAS,00-0036722
2023,CAR,00-0036724
2023,NO,00-0036727
2023,SF,00-0036728
2023,CIN,00-0036729
2023,DET,00-0036736
2023,PHI,00-0036741
2023,DET,00-0036748
2023,NO,00-0036749
2023,CAR,00-0036752
2023,DET,00-0036754
2023,WAS,00-0036755
2023,GB,00-0036764
2023,IND,00-0036766
2023,SEA,00-0036767
2023,ARI,00-0036770
2023,ARI,00-0036775
2023,LAC,00-0036779
2023,DEN,00-0036780
2023,PIT,00-0036783
2023,MIN,00-0036785
2023,NO,00-0036788
2023,LAC,00-0036789
2023,MIA,00-0036792
2023,SEA,00-0036795
2023,SEA,00-0036796
2023,SEA,00-0036802
2023,CLE,00-0036807
2023,SEA,00-0036810
2023,NE,00-0036813
2023,CLE,00-0036816
2023,MIN,00-0036818
2023,ATL,00-0036825
2023,CAR,00-0036831
2023,ATL,00-0036833
2023,MIA,00-0036839
2023,LA,00-0036841
2023,MIN,00-0036842
2023,PIT,00-0036843
2023,TEN,00-0036844
2023,MIN,00-0036845
2023,BUF,00-0036846
2023,PIT,00-0036847
2023,LA,00-0036849
2023,CIN,00-0036850
2023,TEN,00-0036851
2023,CIN,00-0036852
2023,KC,00-0036853
2023,CIN,00-0036854
2023,LA,00-0036855
2023,CIN,00-0036856
2023,CIN,00-0036857
2023,CAR,00-0036858
2023,HOU,00-0036859
2023,DET,00-0036860
2023,LA,00-0036862
2023,CIN,00-0036865
2023,CLE,00-0036866
2023,LAC,00-0036867
2023,KC,00-0036868
2023,PIT,00-0036869
2023,DAL,00-0036870
2023,LV,00-0036871
2023,NE,00-0036872
2023,DEN,00-0036874
2023,NE,00-0036875
2023,IND,00-0036876
2023,CLE,00-0036877
2023,LV,00-0036878
2023,IND,00-0036879
2023,DET,00-0036880
2023,CIN,00-0036881
2023,WAS,00-0036882
2023,ATL,00-0036883
2023,NE,00-0036884
2023,SEA,00-0036885
2023,DAL,00-0036886
2023,JAX,00-0036887
2023,BUF,00-0036888
2023,ATL,00-0036890
2023,CLE,00-0036892
2023,PIT,00-0036893
2023,PIT,00-0036894
2023,LV,00-0036895
2023,ARI,00-0036896
2023,TEN,00-0036897
2023,HOU,00-0036898
2023,NYG,00-0036899
2023,CIN,00-0036900
2023,GB,00-0036901
2023,CIN,00-0036902
2023,LA,00-0036903
2023,GB,00-0036904
2023,CHI,00-0036905
2023,CHI,00-0036906
2023,CLE,00-0036908
2023,MIN,00-0036909
2023,ATL,00-0036910
2023,PHI,00-0036912
2023,KC,00-0036913
2023,BUF,00-0036914
2023,CLE,00-0036915
2023,PHI,00-0036916
2023,PHI,00-0036917
2023,JAX,00-0036918
2023,PHI,00-0036919
2023,PHI,00-0036920
2023,PHI,00-0036921
2023,PHI,00-0036922
2023,ARI,00-0036924
2023,NO,00-0036926
2023,NO,00-0036927
2023,TB,00-0036928
2023,KC,00-0036929
2023,NO,00-0036930
2023,DAL,00-0036932
2023,ARI,00-0036933
2023,MIA,00-0036934
2023,KC,00-0036935
2023,ARI,00-0036936
2023,NO,00-0036937
2023,TEN,00-0036938
2023,NO,00-0036939
2023,BAL,00-0036940
2023,JAX,00-0036941
2023,DAL,00-0036942
2023,DEN,00-0036943
2023,CAR,00-0036944
2023,CHI,00-0036945
2023,IND,00-0036946
2023,NYG,00-0036947
2023,ATL,00-0036948
2023,ATL,00-0036949
2023,ATL,00-0036950
2023,ATL,00-0036951
2023,DEN,00-0036952
2023,CHI,00-0036953
2023,DET,00-0036954
2023,CAR,00-0036955
2023,IND,00-0036956
2023,ATL,00-0036957
2023,DEN,00-0036959
2023,ATL,00-0036961
2023,LV,00-0036962
2023,DET,00-0036963
2023,DET,00-0036964
2023,NE,00-0036966
2023,TB,00-0036967
2023,CAR,00-0036968
2023,ATL,00-0036970
2023,JAX,00-0036971
2023,NE,00-0036972
2023,JAX,00-0036973
2023,JAX,00-0036974
2023,JAX,00-0036975
2023,BUF,00-0036976
2023,BAL,00-0036977
2023,DEN,00-0036978
2023,NYJ,00-0036979
2023,CLE,00-0036980
2023,NE,00-0036981
2023,DAL,00-0036982
2023,HOU,00-0036983
2023,IND,00-0036984
2023,TB,00-0036985
2023,DAL,00-0036986
2023,BAL,00-0036987
2023,LAC,00-0036988
2023,LV,00-0036989
2023,LV,00-0036990
2023,IND,00-0036991
2023,TEN,00-0036992
2023,DET,00-0036993
2023,LA,00-0036994
2023,DEN,00-0036995
2023,CLE,00-0036996
2023,DEN,00-0036997
2023,MIA,00-0036998
2023,MIA,00-0036999
2023,NO,00-0037000
2023,DEN,00-0037001
2023,PHI,00-0037002
2023,NYJ,00-0037003
2023,LA,00-0037004
2023,CAR,00-0037005
2023,NYG,00-0037006
2023,MIN,00-0037007
2023,SF,00-0037008
2023,LAC,00-0037009
2023,MIA,00-0037010
2023,BUF,00-0037011
2023,DAL,00-0037012
2023,NYJ,00-0037013
2023,SEA,00-0037015
2023,SF,00-0037018
2023,ARI,00-0037020
2023,NO,00-0037022
2023,LA,00-0037031
2023,ATL,00-0037034
2023,PHI,00-0037039
2023,CHI,00-0037040
2023,DEN,00-0037041
2023,CAR,00-0037043
2023,NYG,00-0037046
2023,SEA,00-0037049
2023,DEN,00-0037051
2023,NYJ,00-0037055
2023,LA,00-0037057
2023,JAX,00-0037061
2023,SEA,00-0037062
2023,JAX,00-0037068
2023,TEN,00-0037070
2023,PHI,00-0037073
2023,GB,00-0037074
2023,GB,00-0037075
2023,GB,00-0037076
2023,WAS,00-0037077
2023,WAS,00-0037078
2023,SEA,00-0037079
2023,ARI,00-0037080
2023,CHI,00-0037081
2023,CHI,00-0037082
2023,GB,00-0037083
2023,PIT,00-0037084
2023,DEN,00-0037085
2023,PHI,00-0037086
2023,CHI,00-0037087
2023,CHI,00-0037088
2023,CHI,00-0037089
2023,PIT,00-0037090
2023,GB,00-0037091
2023,WAS,00-0037092
2023,SEA,00-0037093
2023,GB,00-0037094
2023,WAS,00-0037095
2023,CHI,00-0037096
2023,CHI,00-0037097
2023,GB,00-0037098
2023,GB,00-0037103
2023,CHI,00-0037106
2023,CHI,00-0037109
2023,SF,00-0037112
2023,IND,00-0037120
2023,GB,00-0037122
2023,GB,00-0037126
2023,CHI,00-0037129
2023,PHI,00-0037130
2023,PHI,00-0037131
2023,PHI,00-0037132
2023,PIT,00-0037133
2023,PHI,00-0037134
2023,PHI,00-0037136
2023,PHI,00-0037137
2023,IND,00-0037138
2023,MIN,00-0037140
2023,ARI,00-0037141
2023,HOU,00-0037148
2023,SEA,00-0037149
2023,SEA,00-0037152
2023,TB,00-0037153
2023,NYJ,00-0037155
2023,NYJ,00-0037156
2023,DET,00-0037157
2023,WAS,00-0037163
2023,WAS,00-0037164
2023,MIN,00-0037167
2023,WAS,00-0037168
2023,WAS,00-0037171
2023,WAS,00-0037172
2023,ATL,00-0037173
2023,BAL,00-0037174
2023,BAL,00-0037175
2023,BAL,00-0037179
2023,BAL,00-0037181
2023,BAL,00-0037184
2023,TB,00-0037185
2023,NYJ,00-0037190
2023,KC,00-0037191
2023,KC,00-0037192
2023,KC,00-0037193
2023,KC,00-0037194
2023,KC,00-0037195
2023,GB,00-0037196
2023,KC,00-0037197
2023,KC,00-0037198
2023,CAR,00-0037203
2023,NE,00-0037204
2023,NE,00-0037205
2023,KC,00-0037207
2023,KC,00-0037208
2023,KC,00-0037210
2023,KC,00-0037216
2023,CHI,00-0037222
2023,LAC,00-0037224
2023,NYJ,00-0037225
2023,PIT,00-0037228
2023,CAR,00-0037229
2023,JAX,00-0037231
2023,KC,00-0037233
2023,JAX,00-0037235
2023,DET,00-0037236
2023,HOU,00-0037237
2023,ATL,00-0037238
2023,NO,00-0037239
2023,DET,00-0037240
2023,NO,00-0037241
2023,BUF,00-0037242
2023,DAL,00-0037243
2023,JAX,00-0037244
2023,MIN,00-0037245
2023,HOU,00-0037246
2023,PIT,00-0037247
2023,BUF,00-0037248
2023,DEN,00-0037249
2023,CLE,00-0037250
2023,CLE,00-0037251
2023,DEN,00-0037252
2023,NE,00-0037253
2023,BUF,00-0037254
2023,LV,00-0037255
2023,TB,00-0037256
2023,CLE,00-0037257
2023,HOU,00-0037258
2023,NYG,00-0037259
2023,NYG,00-0037260
2023,BUF,00-0037261
2023,PHI,00-0037262
2023,ATL,00-0037263
2023,DEN,00-0037264
2023,JAX,00-0037265
2023,DAL,00-0037266
2023,CLE,00-0037267
2023,TB,00-0037268
2023,IND,00-0037269
2023,LAC,00-0037270
2023,NO,00-0037271
2023,KC,00-0037272
2023,TEN,00-0037273
2023,JAX,00-0037274
2023,DAL,00-0037275
2023,MIN,00-0037276
2023,HOU,00-0037277
2023,DEN,00-0037278
2023,NYG,00-0037279
2023,LV,00-0037280
2023,DAL,00-0037281
2023,DET,00-0037282
2023,WAS,00-0037283
2023,NYG,00-0037285
2023,NE,00-0037286
2023,NE,00-0037287
2023,BUF,00-0037288
2023,DET,00-0037289
2023,ATL,00-0037290
2023,MIN,00-0037291
2023,IND,00-0037292
2023,CIN,00-0037293
2023,DEN,00-0037294
2023,LAC,00-0037295
2023,JAX,00-0037296
2023,CAR,00-0037297
2023,NE,00-0037298
2023,KC,00-0037299
2023,CLE,00-0037300
2023,MIN,00-0037301
2023,NYJ,00-0037302
2023,DEN,00-0037303
2023,PIT,00-0037304
2023,GB,00-0037305
2023,ATL,00-0037306
2023,LAC,00-0037307
2023,PHI,00-0037308
2023,WAS,00-0037309
2023,DET,00-0037310
2023,TB,00-0037311
2023,TEN,00-0037312
2023,JAX,00-0037313
2023,CLE,00-0037314
2023,MIA,00-0037315
2023,PIT,00-0037316
2023,MIN,00-0037317
2023,BUF,00-0037318
2023,NO,00-0037319
2023,LAC,00-0037320
2023,DET,00-0037321
2023,LV,00-0037322
2023,IND,00-0037323
2023,KC,00-0037324
2023,CLE,00-0037325
2023,CLE,00-0037326
2023,MIA,00-0037327
2023,LV,00-0037329
2023,ARI,00-0037330
2023,LAC,00-0037331
2023,CLE,00-0037332
2023,CLE,00-0037334
2023,DAL,00-0037336
2023,LA,00-0037337
2023,CLE,00-0037340
2023,SEA,00-0037341
2023,CLE,00-0037343
2023,CIN,00-0037346
2023,MIA,00-0037348
2023,PIT,00-0037349
2023,GB,00-0037350
2023,GB,00-0037352
2023,MIA,00-0037353
2023,ARI,00-0037354
2023,MIA,00-0037355
2023,ARI,00-0037356
2023,SEA,00-0037362
2023,LV,00-0037363
2023,GB,00-0037364
2023,PHI,00-0037366
2023,CAR,00-0037368
2023,GB,00-0037369
2023,CIN,00-0037370
2023,NYG,00-0037372
2023,GB,00-0037373
2023,LAC,00-0037375
2023,PIT,00-0037377
2023,DEN,00-0037379
2023,ARI,00-0037380
2023,SF,00-0037381
2023,DEN,00-0037382
2023,LV,00-0037383
2023,DEN,00-0037384
2023,DET,00-0037385
2023,DEN,00-0037387
2023,IND,00-0037392
2023,TEN,00-0037393
2023,IND,00-0037394
2023,IND,00-0037395
2023,IND,00-0037396
2023,DET,00-0037397
2023,PIT,00-0037401
2023,BUF,00-0037404
2023,NYG,00-0037410
2023,CIN,00-0037412
2023,ARI,00-0037413
2023,CIN,00-0037414
2023,CIN,00-0037415
2023,DEN,00-0037418
2023,CIN,00-0037420
2023,CIN,00-0037422
2023,TEN,00-0037424
2023,NE,00-0037427
2023,BUF,00-0037428
2023,CAR,00-0037429
2023,BUF,00-0037431
2023,PIT,00-0037437
2023,NYJ,00-0037440
2023,BUF,00-0037441
2023,NYG,00-0037443
2023,NYG,00-0037447
2023,GB,00-0037448
2023,PIT,00-0037451
2023,DAL,00-0037455
2023,HOU,00-0037456
2023,HOU,00-0037457
2023,HOU,00-0037459
2023,HOU,00-0037460
2023,PHI,00-0037461
2023,HOU,00-0037464
2023,LAC,00-0037468
2023,ARI,00-0037469
2023,LV,00-0037471
2023,LAC,00-0037474
2023,LAC,00-0037475
2023,LAC,00-0037477
2023,LAC,00-0037478
2023,PIT,00-0037480
2023,LA,00-0037481
2023,TB,00-0037482
2023,TB,00-0037483
2023,ARI,00-0037484
2023,TB,00-0037487
2023,TB,00-0037488
2023,TB,00-0037491
2023,TEN,00-0037493
2023,SEA,00-0037495
2023,IND,00-0037496
2023,MIN,00-0037497
2023,CAR,00-0037499
2023,MIN,00-0037500
2023,LV,00-0037503
2023,LV,00-0037505
2023,LV,00-0037506
2023,LV,00-0037507
2023,LV,00-0037509
2023,LV,00-0037512
2023,LA,00-0037515
2023,LV,00-0037516
2023,LV,00-0037517
