game_id,season,game_type,week,gameday,away_team,away_score,home_team,home_score
59730,2024,REG,15,2024-12-16,CHI,12,MIN,30
59731,2024,REG,15,2024-12-16,ATL,15,LV,9
59742,2024,REG,16,2024-12-19,DEN,27,LAC,34
59733,2024,REG,16,2024-12-21,HOU,19,KC,27
59734,2024,REG,16,2024-12-21,PIT,17,BAL,34
59735,2024,REG,16,2024-12-22,NYG,7,ATL,34
59737,2024,REG,16,2024-12-22,ARI,30,CAR,36
59738,2024,REG,16,2024-12-22,DET,34,CHI,17
59732,2024,REG,16,2024-12-22,CLE,6,CIN,24
59739,2024,REG,16,2024-12-22,TEN,30,IND,38
59740,2024,REG,16,2024-12-22,LA,19,NYJ,9
59741,2024,REG,16,2024-12-22,PHI,33,WAS,36
59743,2024,REG,16,2024-12-22,MIN,27,SEA,24
59736,2024,REG,16,2024-12-22,NE,21,BUF,24
59744,2024,REG,16,2024-12-22,JAX,14,LV,19
59745,2024,REG,16,2024-12-22,SF,17,MIA,29
59746,2024,REG,16,2024-12-22,TB,24,DAL,26
59747,2024,REG,16,2024-12-23,NO,0,GB,34
59748,2024,REG,17,2024-12-25,KC,29,PIT,10
59749,2024,REG,17,2024-12-25,BAL,31,HOU,2
59750,2024,REG,17,2024-12-26,SEA,6,CHI,3
59753,2024,REG,17,2024-12-28,LAC,40,NE,7
59751,2024,REG,17,2024-12-28,DEN,24,CIN,30
59752,2024,REG,17,2024-12-28,ARI,9,LA,13
59756,2024,REG,17,2024-12-29,NYJ,14,BUF,40
59757,2024,REG,17,2024-12-29,TEN,13,JAX,20
59759,2024,REG,17,2024-12-29,LV,25,NO,10
59754,2024,REG,17,2024-12-29,IND,33,NYG,45
59761,2024,REG,17,2024-12-29,DAL,7,PHI,41
59760,2024,REG,17,2024-12-29,CAR,14,TB,48
59762,2024,REG,17,2024-12-29,MIA,20,CLE,3
59758,2024,REG,17,2024-12-29,GB,25,MIN,27
59755,2024,REG,17,2024-12-29,ATL,24,WAS,30
59763,2024,REG,17,2024-12-30,DET,40,SF,34
59766,2024,REG,18,2025-01-04,CLE,10,BAL,35
59777,2024,REG,18,2025-01-04,CIN,19,PIT,17
59765,2024,REG,18,2025-01-05,CAR,44,ATL,38
59767,2024,REG,18,2025-01-05,WAS,23,DAL,19
59770,2024,REG,18,2025-01-05,CHI,24,GB,22
59771,2024,REG,18,2025-01-05,JAX,23,IND,26
59774,2024,REG,18,2025-01-05,BUF,16,NE,23
59776,2024,REG,18,2025-01-05,NYG,13,PHI,20
59778,2024,REG,18,2025-01-05,NO,19,TB,27
59779,2024,REG,18,2025-01-05,HOU,23,TEN,14
59764,2024,REG,18,2025-01-05,SF,24,ARI,47
59768,2024,REG,18,2025-01-05,KC,0,DEN,38
59772,2024,REG,18,2025-01-05,SEA,30,LA,25
59773,2024,REG,18,2025-01-05,LAC,34,LV,20
59775,2024,REG,18,2025-01-05,MIA,20,NYJ,32
59769,2024,REG,18,2025-01-05,MIN,9,DET,31
59829,2024,WC,19,2025-01-11,LAC,12,HOU,32
59830,2024,WC,19,2025-01-11,PIT,14,BAL,28
59831,2024,WC,19,2025-01-12,DEN,7,BUF,31
59832,2024,WC,19,2025-01-12,GB,10,PHI,22
59833,2024,WC,19,2025-01-12,WAS,23,TB,20
59834,2024,WC,19,2025-01-13,MIN,9,LA,27
59835,2024,DIV,20,2025-01-18,HOU,14,KC,23
59836,2024,DIV,20,2025-01-18,WAS,45,DET,31
59837,2024,DIV,20,2025-01-19,LA,22,PHI,28
59838,2024,DIV,20,2025-01-19,BAL,25,BUF,27
59839,2024,CON,21,2025-01-26,WAS,23,PHI,55
59840,2024,CON,21,2025-01-26,BUF,29,KC,32
59841,2024,SB,22,2025-02-09,KC,22,PHI,40
